"Name","inference_time","val_mse","_wandb"
"ethereal-sweep-50","0.0006302580511643111","0.38764166831970215",""
"fragrant-sweep-49","0.0010665626060671922","0.5195940732955933",""
"treasured-sweep-48","0.0010478176721712435","0.4175141155719757",""
"earthy-sweep-47","0.0009832031156387798","0.4213537871837616",""
"helpful-sweep-46","0.000813922267749997","0.4224487245082855",""
"worthy-sweep-45","0.001325793061519693","0.429485559463501",""
"golden-sweep-44","0.0007669764793723639","0.42804381251335144",""
"smooth-sweep-43","0.000774689247271766","0.40503573417663574",""
"jolly-sweep-42","0.0010267874089682975","0.4303743243217468",""
"mild-sweep-41","0.0011074740462507938","0.4314189553260803",""
"helpful-sweep-40","0.0006194721701686368","0.4431968331336975",""
"serene-sweep-39","0.0006366141734679053","0.429165244102478",""
"misty-sweep-38","0.0010400603457195003","0.4675264954566955",""
"floral-sweep-37","0.0007794137381337172","0.38690048456192017",""
"unique-sweep-36","0.0007917720115989264","0.4417630434036255",""
"avid-sweep-35","0.000804612972985016","0.4389605224132538",""
"rosy-sweep-34","0.0006254457988621999","0.3978468179702759",""
"stoic-sweep-33","0.0009575862826013856","0.4200054705142975",""
"genial-sweep-32","0.0006855689674798697","0.467742919921875",""
"noble-sweep-31","0.0006369462042498442","0.5348927974700928",""
"denim-sweep-30","0.0014330962809120736","0.4343363046646118",""
"jumping-sweep-29","0.0008003770208066226","0.4129424393177033",""
"floral-sweep-28","0.000946757252230966","0.4289743602275848",""
"spring-sweep-27","0.000649844210572038","0.4390425682067871",""
"vocal-sweep-26","0.001443042987730445","0.42600855231285095",""
"ancient-sweep-25","0.0006380995358426147","0.46706053614616394",""
"earthy-sweep-24","0.0006251313203682929","0.4090873599052429",""
"summer-sweep-23","0.0014563333697435333","0.4301428496837616",""
"bright-sweep-22","0.0007913522193768273","0.4524547755718231",""
"volcanic-sweep-21","0.0008368141080704203","0.42386355996131897",""
"misty-sweep-20","0.001438957888905595","0.4104483127593994",""
"lucky-sweep-19","0.0007922605502824842","0.45306944847106934",""
"devoted-sweep-18","0.0013264322573421925","0.4017113447189331",""
"dashing-sweep-17","0.000795235663103911","0.4043768644332886",""
"logical-sweep-16","0.0009345130686379648","0.4018722474575043",""
"vague-sweep-15","0.0017572495995498284","0.4187068045139313",""
"true-sweep-14","0.0010360799184659633","0.4347512125968933",""
"stellar-sweep-13","0.0014048087887647677","0.4910065829753876",""
"grateful-sweep-12","0.0011142441100138096","0.3862972259521485",""
"rosy-sweep-11","0.0010328980311294276","0.4173707664012909",""
"electric-sweep-10","0.0007588380684881854","0.4306533634662628",""
"sparkling-sweep-9","0.0010806612852143078","0.4735557436943054",""
"zesty-sweep-8","0.0007808866676377373","0.5292571187019348",""
"elated-sweep-7","0.0007700239953819228","0.43215104937553406",""
"scarlet-sweep-6","0.0006877995707506051","0.4135799407958984",""
"laced-sweep-5","0.0007887822718708062","0.43448975682258606",""
"easy-sweep-4","0.0007683382443855146","0.43141970038414",""
"wild-sweep-3","0.0009761485585405784","0.3817006051540375",""
"super-sweep-2","0.0008292139673525571","0.39898160099983215",""
"honest-sweep-1","0.0017487043287695908","0.4304523169994354",""
